"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087424","1901-05","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","183.4",",0","3",",0","3",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","8.9",",0,01,","","","","","101.6",",,0,30,","36.7",",0,24,","","","0.5",",0","124.5",",,,0","","","24.23",",0","32.59",",,,0","15.88",",,,0"
"USC00087424","1901-06","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","247.1",",0","6",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","23",",0","","","","","10.0",",0,02,","","","","","15.2",",,0,05,","37.2",",0,28,","","","0.3",",0","56.3",",,,0","","","26.56",",0","33.73",",,,0","19.39",",,,0"
"USC00087424","1901-11","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","12.3",",0","2",",0","2",",0","0",",0","","","","","0",",0","8",",0","0",",0","14",",0","0",",0","","","","","-4.4",",0,18,","","","","","7.6",",,0,19,","28.9",",0,04,+","","","182.9",",0","14.7",",,,0","","","12.64",",0","20.95",",,,0","4.33",",,,0"
"USC00087424","1901-12","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","4.2",",0","6",",0","6",",0","1",",0","","","","","0",",0","12",",0","0",",0","10",",0","0",",0","","","","","-9.4",",0,21,","","","","","50.8",",,0,15,","25.6",",0,13,","","","268.7",",0","90.4",",,,0","","","9.80",",0","16.46",",,,0","3.14",",,,0"
"USC00087424","1902-01","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","6.1","","6.1",",0","3",",0","3",",0","0",",0","","","","","0",",0","10",",0","0",",0","11",",0","0",",0","","","","","-7.2",",0,14,","","","","","7.1",",,0,21,","28.3",",0,31,","","","229.5",",0","17.1",",,,0","","","11.13",",0","18.77",",,,0","3.48",",,,0"
"USC00087424","1902-02","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","9.2","","3.1",",0","8",",0","7",",0","4",",0","","","","","0",",0","9",",0","0",",0","3",",0","0",",0","","","","","-4.4",",0,11,","","","","","39.4",",,0,20,","26.1",",0,01,","","","263.4",",0","161.0",",,,0","","","9.03",",0","15.03",",,,0","3.04",",,,0"
"USC00087424","1902-03","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","31.9","","22.7",",0","11",",0","10",",0","4",",0","","","","","0",",0","3",",0","0",",0","20",",0","0",",0","","","","","-1.7",",0,07,","","","","","101.1",",,0,15,","29.4",",0,31,+","","","104.2",",0","274.5",",,,0","","","15.70",",0","21.94",",,,0","9.47",",,,0"
"USC00087424","1902-04","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","87.5","","55.6",",0","1",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","26",",0","4",",0","","","","","3.3",",0,03,+","","","","","6.4",",,0,15,","32.8",",0,27,","","","42.7",",0","6.4",",,,0","","","18.76",",0","27.26",",,,0","10.26",",,,0"
"USC00087424","1902-05","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","323.9","","236.4",",0","7",",0","7",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","12.2",",0,29,","","","","","24.1",",,0,22,","36.7",",0,22,","","","0.0",",0","52.7",",,,0","","","25.96",",0","33.11",",,,0","18.81",",,,0"
"USC00087424","1902-06","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","580.6","","256.7",",0","6",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","26",",0","","","","","11.7",",0,03,","","","","","147.8",",,0,15,","37.2",",0,29,","","","0.0",",0","204.7",",,,0","","","26.89",",0","33.96",",,,0","19.82",",,,0"
"USC00087424","1902-07","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","905.8","","325.2",",0","6",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","18.3",",0,25,","","","","","22.4",",,0,17,","40.0",",0,08,","0.0","","0.0",",0","55.6",",,,0","","","28.82",",0","36.02",",,,0","21.63",",,,0"
"USC00087424","1902-08","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","1208.7","","302.9",",0","4",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","15.6",",0,25,","","","","","9.1",",,0,15,","37.2",",0,21,","0.0","","0.0",",0","23.3",",,,0","","","28.10",",0","34.57",",,,0","21.64",",,,0"
"USC00087424","1903-02","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","3.9",",0","6",",0","6",",0","2",",0","","","","","0",",0","4",",0","0",",0","9",",0","0",",0","","","","","-6.1",",0,17,","","","","","68.6",",,0,26,","26.1",",0,16,","","","185.3",",0","152.8",",,,0","","","11.86",",0","18.31",",,,0","5.40",",,,0"
"USC00087424","1903-03","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","29.6",",0","9",",0","9",",0","3",",0","","","","","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","5.0",",0,02,+","","","","","30.5",",,0,22,+","26.7",",0,19,+","","","43.4",",0","150.6",",,,0","","","17.89",",0","24.05",",,,0","11.73",",,,0"
"USC00087424","1903-04","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","22.0","1,0","1","1,0","1","1,0","0","1,0","","","","","0",",0","0",",0","0","1,0","29","1,0","0","1,0","","","","","1.1",",0,14,","","","","","7.6","1,,0,04,","29.4","1,0,30,+","","","54.2","1,0","7.6","1,,,0","","","17.23","1,0","25.27","1,,,0","9.20",",,,0"
"USC00087424","1903-05","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","135.6","2,0","9","3,0","7","3,0","1","3,0","","","","","0","1,0","0","1,0","0","2,0","27","2,0","9","2,0","","","","","13.3","1,0,03,","","","","","25.4","3,,0,07,","37.8","2,0,24,","","","2.0","2,0","112.9","1,a,,0","","","22.99","2,0","28.69","2,,,0","17.30","1,,,0"
"USC00087424","1903-06","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","204.0",",0","10",",0","10",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","11.7",",0,12,","","","","","25.4",",,0,11,+","36.7",",0,05,","","","0.0",",0","159.4",",,,0","","","25.13",",0","32.55",",,,0","17.71",",,,0"
"USC00087424","1903-07","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","281.6",",0","19",",0","18",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","15.6",",0,01,","","","","","20.3",",,0,06,","37.2",",0,06,","0.0","0","0.0",",0","106.5",",,,0","","","27.42",",0","34.85",",,,0","19.98",",,,0"
"USC00087424","1903-09","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","200.3",",0","3",",0","3",",0","3",",0","","","","","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","10.0",",0,14,+","","","","","76.2",",,0,13,","33.9",",0,30,","","","0.0",",0","160.0",",,,0","","","25.01",",0","31.09",",,,0","18.93",",,,0"
"USC00087424","1904-01","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","0.0","","0.0",",0","8",",0","7",",0","1",",0","","","","","0",",0","4",",0","0",",0","7",",0","0",",0","","","","","-1.7",",0,27,","","","","","99.1",",,0,25,","22.2",",0,16,","","","230.8",",0","122.3",",,,0","","","10.89",",0","17.77",",,,0","4.01",",,,0"
"USC00087424","1904-02","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","1.6","","1.6",",0","4",",0","3",",0","0",",0","","","","","0",",0","8",",0","0",",0","10",",0","0",",0","","","","","-4.4",",0,02,+","","","","","19.1",",,0,08,","27.2",",0,07,","","","183.6",",0","42.9",",,,0","","","12.06",",0","19.70",",,,0","4.42",",,,0"
"USC00087424","1916-10","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","101.5","3,0","3",",0","3",",0","1",",0","","","","","0","3,0","0","3,0","0","3,0","26","3,0","1","3,0","","","","","2.8","3,0,22,","","","","","81.3",",,0,18,","32.2","3,0,09,","","","20.5","3,0","88.4",",,,0","","","21.22","3,0","27.31","3,,,0","15.14","3,,,0"
"USC00087424","1916-11","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","21.2",",0","4",",0","4",",0","1",",0","","","","","0",",0","6",",0","0",",0","21",",0","0",",0","","","","","-2.8",",0,17,","","","","","27.9",",,0,23,","28.9",",0,11,","","","113.4",",0","45.2",",,,0","","","15.26",",0","22.79",",,,0","7.73",",,,0"
"USC00087424","1916-12","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","","","11",",0","9",",0","2",",0","","","","","","","","","","","","","","","","","","","","","","","","","38.9",",,0,20,","","","","","","","174.7",",,,0","","","","","","","",""
"USC00087424","1917-01","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","","","9",",0","8",",0","2",",0","","","","","","","","","","","","","","","","","","","","","","","","","92.7",",,0,25,","","","","","","","200.2",",,,0","","","","","","","",""
"USC00087424","1917-02","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","24.5",",0","7",",0","7",",0","1",",0","","","","","0",",0","9",",0","0",",0","16",",0","0",",0","","","","","-10.6",",0,03,","","","","","27.2",",,0,15,","27.8",",0,27,+","","","156.5",",0","93.5",",,,0","","","13.62",",0","20.79",",,,0","6.45",",,,0"
"USC00087424","1917-03","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","59.5","3,0","5",",0","5",",0","0",",0","","","","","0","3,0","2","3,0","0","2,0","26","2,0","0","2,0","","","","","-3.3","3,0,06,","","","","","19.6",",,0,24,","30.0","2,0,15,","","","52.9","2,0","65.8",",,,0","","","18.57","3,0","25.03","2,,,0","12.10","3,,,0"
"USC00087424","1917-04","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","115.7",",0","4",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","6",",0","","","","","2.8",",0,10,","","","","","7.9",",,0,08,","33.3",",0,30,+","","","20.0",",0","19.9",",,,0","","","21.52",",0","28.30",",,,0","14.74",",,,0"
"USC00087424","1917-05","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","152.0",",0","7",",0","5",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","8.3",",0,10,+","","","","","47.0",",,0,05,","34.4",",0,26,+","","","10.8",",0","120.9",",,,0","","","22.89",",0","28.87",",,,0","16.90",",,,0"
"USC00087424","1917-06","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","275.5",",0","10",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","16.7",",0,04,","","","","","39.1",",,0,12,","35.6",",0,25,+","","","0.0",",0","89.1",",,,0","","","27.52",",0","32.88",",,,0","22.15",",,,0"
"USC00087424","1917-07","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","251.0",",0","19",",0","14",",0","3",",0","","","","","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","18.9",",0,17,+","","","","","45.7",",,0,13,","35.6",",0,28,","0.0","0","0.0",",0","211.6",",,,0","","","26.43",",0","32.12",",,,0","20.74",",,,0"
"USC00087424","1917-08","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","254.9",",0","14",",0","13",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","16.1",",0,26,","","","","","53.8",",,0,05,","35.0",",0,15,","0.0","0","0.0",",0","190.9",",,,0","","","26.56",",0","32.15",",,,0","20.96",",,,0"
"USC00087424","1917-09","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","184.0",",0","8",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","13.3",",0,13,","","","","","36.8",",,0,29,","35.0",",0,09,","0.0","0","0.0",",0","65.1",",,,0","","","24.47",",0","30.08",",,,0","18.85",",,,0"
"USC00087424","1917-10","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","58.3",",0","3",",0","0",",0","0",",0","","","","","0",",0","2",",0","0",",0","29",",0","1",",0","","","","","-2.2",",0,25,","","","","","0.8",",,0,17,+","35.0",",0,30,","57.3","0","57.3",",0","2.1",",,,0","","","18.36",",0","26.45",",,,0","10.28",",,,0"
"USC00087424","1917-11","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","0.0",",0","4",",0","3",",0","0",",0","","","","","0",",0","4",",0","0",",0","19",",0","0",",0","","","","","-3.3",",0,25,","","","","","13.7",",,0,29,","27.8",",0,08,","228.1","0","170.8",",0","25.1",",,,0","","","12.64",",0","21.04",",,,0","4.24",",,,0"
"USC00087424","1917-12","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","0.0",",0","8",",0","6",",0","0",",0","","","","","0",",0","12",",0","1",",0","5",",0","0",",0","","","","","-7.8",",0,31,","","","","","11.9",",,0,08,","26.1",",0,04,","535.9","0","307.8",",0","36.0",",,,0","","","8.40",",0","14.85",",,,0","1.96",",,,0"
"USC00087424","1918-01","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","8.9","0","8.9",",0","8",",0","6",",0","2",",0","","","","","0",",0","15",",0","0",",0","5",",0","0",",0","","","","","-11.1",",0,13,","","","","","33.8",",,0,15,","28.3",",0,29,","840.7","0","304.8",",0","127.5",",,,0","","","8.79",",0","16.04",",,,0","1.54",",,,0"
"USC00087424","1918-02","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","38.5","0","29.6",",0","4",",0","3",",0","0",",0","","","","","0",",0","3",",0","0",",0","22",",0","0",",0","","","","","-2.2",",0,05,","","","","","12.7",",,0,03,","29.4",",0,28,+","922.7","0","82.0",",0","25.2",",,,0","","","16.46",",0","23.04",",,,0","9.88",",,,0"
"USC00087424","1918-03","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","78.2","0","39.7",",0","9",",0","8",",0","0",",0","","","","","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","5.0",",0,27,+","","","","","23.1",",,0,20,","31.7",",0,01,","956.7","0","34.0",",0","100.7",",,,0","","","18.52",",0","25.44",",,,0","11.59",",,,0"
"USC00087424","1918-04","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","129.9","0","51.7",",0","15",",0","10",",0","3",",0","","","","","0",",0","2",",0","0",",0","24",",0","0",",0","","","","","-1.1",",0,12,","","","","","57.4",",,0,30,","29.4",",0,26,+","1014.7","0","58.0",",0","205.9",",,,0","","","18.12",",0","24.24",",,,0","12.01",",,,0"
"USC00087424","1918-05","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","274.3","0","144.4",",0","4",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","9.4",",0,03,","","","","","60.2",",,0,14,","34.4",",0,31,+","1017.4","0","2.7",",0","63.8",",,,0","","","22.90",",0","30.30",",,,0","15.50",",,,0"
"USC00087424","1918-06","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","538.9","0","264.6",",0","14",",0","13",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","23",",0","","","","","17.2",",0,24,+","","","","","23.6",",,0,26,","38.9",",0,16,+","1017.4","0","0.0",",0","147.2",",,,0","","","27.15",",0","34.04",",,,0","20.26",",,,0"
"USC00087424","1918-07","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","787.5","0","248.6",",0","13",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","14.4",",0,05,","","","","","47.2",",,0,24,","37.2",",0,20,","0.0","0","0.0",",0","112.6",",,,0","","","26.35",",0","33.39",",,,0","19.32",",,,0"
"USC00087424","1918-08","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","1044.6","0","257.1",",0","12",",0","9",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","15.6",",0,21,","","","","","104.9",",,0,10,","37.8",",0,16,","0.0","0","0.0",",0","177.1",",,,0","","","26.63",",0","33.10",",,,0","20.16",",,,0"
"USC00087424","1918-09","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","1187.9","0","143.3",",0","9",",0","8",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","10.0",",0,23,+","","","","","58.4",",,0,27,","34.4",",0,19,","4.2","0","4.2",",0","139.2",",,,0","","","22.97",",0","29.44",",,,0","16.50",",,,0"
"USC00087424","1918-10","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","1341.1","0","153.2",",0","9",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","12.2",",0,31,+","","","","","24.4",",,0,25,","33.3",",0,07,","4.8","0","0.6",",0","56.3",",,,0","","","23.26",",0","27.88",",,,0","18.63",",,,0"
"USC00087424","1918-11","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","1347.2","0","6.1",",0","10",",0","9",",0","1",",0","","","","","0",",0","1",",0","0",",0","15",",0","0",",0","","","","","0.0",",0,13,","","","","","35.6",",,0,16,","26.7",",0,16,","136.2","0","131.4",",0","171.0",",,,0","","","14.16",",0","20.74",",,,0","7.58",",,,0"
"USC00087424","1918-12","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","1355.3","0","8.1",",0","10",",0","7",",0","4",",0","","","","","0",",0","5",",0","0",",0","14",",0","0",",0","","","","","-3.9",",0,29,","","","","","65.8",",,0,22,","26.1",",0,11,","309.1","0","172.9",",0","204.2",",,,0","","","13.02",",0","18.74",",,,0","7.29",",,,0"
"USC00087424","1919-01","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","0.9","0","0.9",",0","6",",0","6",",0","0",",0","","","","","0",",0","9",",0","0",",0","6",",0","0",",0","","","","","-8.3",",0,05,","","","","","23.9",",,0,03,","23.9",",0,01,","552.4","0","243.3",",0","82.3",",,,0","","","10.51",",0","17.22",",,,0","3.81",",,,0"
"USC00087424","1919-02","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","2.0","0","1.1",",0","13",",0","9",",0","5",",0","","","","","0",",0","4",",0","0",",0","5",",0","0",",0","","","","","-3.9",",0,11,","","","","","68.6",",,0,25,","23.3",",0,28,","725.3","0","172.9",",0","262.3",",,,0","","","12.20",",0","17.88",",,,0","6.52",",,,0"
"USC00087424","1919-03","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","12.6","0","10.6",",0","9",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","2.8",",0,29,","","","","","63.5",",,0,09,","28.3",",0,22,","787.5","0","62.2",",0","172.2",",,,0","","","16.67",",0","23.08",",,,0","10.26",",,,0"
"USC00087424","1919-04","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","54.7","0","42.1",",0","3",",0","3",",0","2",",0","","","","","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","0.6",",0,02,","","","","","50.8",",,0,11,","35.0",",0,24,","826.3","0","38.8",",0","89.9",",,,0","","","18.44",",0","26.48",",,,0","10.40",",,,0"
"USC00087424","1919-05","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","","","12",",0","9",",0","4",",0","","","","","","","","","","","","","","","","","","","","","","","","","38.1",",,0,25,","","","","","","","176.7",",,,0","","","","","","","",""
"USC00087424","1919-06","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","222.8",",0","13",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","16.7",",0,14,","","","","","32.8",",,0,30,","36.1",",0,26,","","","0.0",",0","122.8",",,,0","","","25.76",",0","31.69",",,,0","19.82",",,,0"
"USC00087424","1919-07","30.58333","-84.58333","75.9","QUINCY EXPERIMENT ST, FL US","","","249.6",",0","20",",0","14",",0","4",",0","","","","","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","16.7",",0,18,","","","","","40.6",",,0,19,","36.7",",0,07,","0.0","0","0.0",",0","233.2",",,,0","","","26.38",",0","31.76",",,,0","21.01",",,,0"
