"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CVM00008594","2011-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","0","5,S","25","5,S","0","5,S","21.0","4,S,12,+","","","28.3","5,S,06,","","","","","24.69","8,S","27.08","5,,,S","22.30","4,,,S"
"CVM00008594","2011-12","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","1,S","30","1,S","0","1,S","","","","","27.5","1,S,01,","","","","","","","25.93","1,,,S","",""
"CVM00008594","2012-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","2,S","0","2,S","","","","","","","17.0","2,S,12,","","","","","","","","","","","","","18.99","2,,,S"
"CVM00008594","2012-02","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","","","","","","","17.0","5,S,25,+","","","","","","","","","","","","","17.87","5,,,S"
"CVM00008594","2012-03","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","4,S","27","4,S","0","4,S","","","","","30.5","4,S,19,","","","","","","","26.26","4,,,S","",""
"CVM00008594","2012-04","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","98.0","5,S","","","","","","","0","2,S","0","2,S","0","4,S","26","4,S","0","4,S","17.7","2,S,16,","","","26.1","4,S,28,+","0.0","4,S","","","22.20","5,S","25.22","4,,,S","19.18","2,,,S"
"CVM00008594","2012-05","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","4,S","27","4,S","0","4,S","","","","","29.7","4,S,07,","","","","","","","27.13","4,,,S","",""
"CVM00008594","2012-07","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","0","1,S","30","1,S","0","1,S","20.7","5,S,16,","","","31.6","1,S,25,+","","","","","26.04","6,S","29.41","1,,,S","22.68","5,,,S"
"CVM00008594","2012-08","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","0","3,S","28","3,S","6","3,S","23.0","4,S,09,+","","","33.2","3,S,25,","","","","","27.83","7,S","31.13","3,,,S","24.52","4,,,S"
"CVM00008594","2012-10","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","2,S","29","2,S","6","2,S","","","","","34.0","2,S,09,","","","","","","","31.32","2,,,S","",""
"CVM00008594","2012-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","2,S","28","2,S","2","2,S","","","","","34.5","2,S,03,","","","","","","","29.09","2,,,S","",""
"CVM00008594","2013-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","3,S","28","3,S","0","3,S","","","","","27.3","3,S,13,","","","","","","","25.33","3,,,S","",""
"CVM00008594","2013-02","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","3,S","25","3,S","0","3,S","","","","","28.8","3,S,01,","","","","","","","25.94","3,,,S","",""
"CVM00008594","2013-03","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","4,S","27","4,S","0","4,S","","","","","29.5","4,S,16,","","","","","","","26.67","4,,,S","",""
"CVM00008594","2013-04","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","2,S","0","2,S","0","5,S","25","5,S","0","5,S","18.3","2,S,23,","","","31.6","5,S,27,","","","","","23.26","6,S","26.80","5,,,S","19.72","2,,,S"
"CVM00008594","2013-06","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","5,S","25","5,S","0","5,S","","","","","30.5","5,S,30,","","","","","","","27.08","5,,,S","",""
"CVM00008594","2013-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","3,S","27","3,S","1","3,S","","","","","32.6","3,S,06,","","","","","","","28.25","3,,,S","",""
"CVM00008594","2013-12","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","","","","","","","19.6","4,S,29,+","","","","","","","","","","","","","20.64","4,,,S"
"CVM00008594","2014-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","18.3","5,S,07,","","","26.2","5,S,06,","","","","","22.20","9,S","25.04","5,,,S","19.36","5,,,S"
"CVM00008594","2014-02","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","4,S","24","4,S","0","4,S","","","","","27.0","4,S,14,+","","","","","","","24.60","4,,,S","",""
"CVM00008594","2014-03","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","0","4,S","27","4,S","0","4,S","16.3","4,S,09,","","","26.2","4,S,21,","","","","","21.07","7,S","24.52","4,,,S","17.61","4,,,S"
"CVM00008594","2014-05","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","3,S","28","3,S","0","3,S","","","","","29.1","3,S,16,","","","","","","","26.56","3,,,S","",""
"CVM00008594","2014-08","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","0","4,S","27","4,S","1","4,S","22.0","5,S,06,","","","32.5","4,S,27,","","","","","26.67","9,S","29.76","4,,,S","23.58","5,,,S"
"CVM00008594","2014-10","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","0","4,S","27","4,S","1","4,S","22.2","4,S,26,","","","32.5","4,S,25,","","","","","27.17","8,S","30.60","4,,,S","23.74","4,,,S"
"CVM00008594","2015-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","","","","","0","1,S","30","1,S","0","1,S","","","","","25.5","1,S,06,","","","","","","","24.17","1,,,S","",""
"CVM00008594","2015-02","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","3,S","0","3,S","","","","","","","16.7","3,S,08,","","","","","","","","","","","","","17.77","3,,,S"
"CVM00008594","2016-10","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","3,S","0","3,S","","","","","","","21.1","3,S,17,","","","","","","","","","","","","","23.64","3,,,S"
"CVM00008594","2016-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","","","","","","","20.5","5,S,17,","","","","","","","","","","","","","22.48","5,,,S"
"CVM00008594","2017-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","","","","","","","18.0","4,S,28,","","","","","","","","","","","","","19.36","4,,,S"
"CVM00008594","2017-02","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","3,S","0","3,S","","","","","","","16.5","3,S,13,","","","","","","","","","","","","","18.58","3,,,S"
"CVM00008594","2017-08","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","3,S","0","3,S","","","","","","","23.0","3,S,25,","","","","","","","","","","","","","24.14","3,,,S"
"CVM00008594","2017-09","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","","","","","","","21.4","4,S,04,","","","","","","","","","","","","","23.80","4,,,S"
"CVM00008594","2017-10","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","","","","","","","20.9","5,S,27,","","","","","","","","","","","","","23.01","5,,,S"
"CVM00008594","2017-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","2,S","0","2,S","","","","","","","19.9","2,S,18,","","","","","","","","","","","","","21.52","2,,,S"
"CVM00008594","2017-12","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","18.0","1,S,24,","","","","","","","","","","","","","19.97","1,,,S"
"CVM00008594","2018-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","3,S","0","3,S","","","","","","","16.3","3,S,29,","","","","","","","","","","","","","17.64","3,,,S"
"CVM00008594","2018-02","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",S","0",",S","","","","","","","14.7",",S,27,","","","","","","","","","","","","","16.43",",,,S"
"CVM00008594","2018-03","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","16.1","1,S,04,","","","","","","","","","","","","","17.20","1,,,S"
"CVM00008594","2018-04","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","16.4","1,S,16,","","","","","","","","","","","","","17.45","1,,,S"
"CVM00008594","2018-05","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","16.5","1,S,11,","","","","","","","","","","","","","17.77","1,,,S"
"CVM00008594","2018-06","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","2,S","0","2,S","","","","","","","18.1","2,S,05,","","","","","","","","","","","","","19.08","2,,,S"
"CVM00008594","2018-08","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",S","0",",S","","","","","","","20.0",",S,15,+","","","","","","","","","","","","","22.03",",,,S"
"CVM00008594","2018-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",","0",",S","","","","","","","18.8",",S,18,","","","","","","","","","","","","","20.33",",,,S"
"CVM00008594","2018-12","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,","0","4,S","","","","","","","16.4","4,S,31,","","","","","","","","","","","","","18.75","4,,,S"
"CVM00008594","2019-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","15.5","1,S,12,","","","","","","","","","","","","","17.47","1,,,S"
"CVM00008594","2019-07","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,","0","1,S","","","","","","","20.0","1,S,11,","","","","","","","","","","","","","20.93","1,,,S"
"CVM00008594","2019-08","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",","0",",S","","","","","","","20.1",",S,10,","","","","","","","","","","","","","22.00",",,,S"
"CVM00008594","2019-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","","","","","","","18.2","4,S,28,+","","","","","","","","","","","","","20.42","4,,,S"
"CVM00008594","2019-12","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","2,S","0","2,S","","","","","","","16.0","2,S,28,","","","","","","","","","","","","","18.01","2,,,S"
"CVM00008594","2020-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",","0",",S","","","","","","","15.2",",S,10,","","","","","","","","","","","","","17.13",",,,S"
"CVM00008594","2020-02","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,","0","4,S","","","","","","","16.0","4,S,24,","","","","","","","","","","","","","17.84","4,,,S"
"CVM00008594","2020-03","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","16.6","1,S,27,","","","","","","","","","","","","","17.69","1,,,S"
"CVM00008594","2020-04","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","17.8","1,S,25,+","","","","","","","","","","","","","18.58","1,,,S"
"CVM00008594","2020-05","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","18.0","1,S,19,+","","","","","","","","","","","","","18.95","1,,,S"
"CVM00008594","2020-06","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","18.5","1,S,01,","","","","","","","","","","","","","20.98","1,,,S"
"CVM00008594","2020-07","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","20.0","1,S,19,","","","","","","","","","","","","","21.73","1,,,S"
"CVM00008594","2020-08","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",S","0",",S","","","","","","","21.7",",S,09,","","","","","","","","","","","","","22.95",",,,S"
"CVM00008594","2020-09","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","0","4,S","26","4,S","5","4,S","20.2","5,S,08,","","","33.2","4,S,26,","","","","","27.50","9,S","31.52","4,,,S","23.48","5,,,S"
"CVM00008594","2020-10","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","225.2","5,S","","","","","","","0","2,S","0","2,S","0","3,S","28","3,S","5","3,S","21.5","2,S,31,","","","33.5","3,S,20,","0.0","3,S","","","26.95","5,S","31.00","3,,,S","22.90","2,,,S"
"CVM00008594","2020-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",S","0",",S","","","","","","","17.5",",S,30,","","","","","","","","","","","","","21.40",",,,S"
"CVM00008594","2020-12","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","1,S","0","1,S","","","","","","","16.7","1,S,25,","","","","","","","","","","","","","18.71","1,,,S"
"CVM00008594","2021-01","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0",",S","0",",S","","","","","","","16.2",",S,12,","","","","","","","","","","","","","17.87",",,,S"
"CVM00008594","2021-03","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","4,S","0","4,S","","","","","","","15.5","4,S,02,","","","","","","","","","","","","","16.65","4,,,S"
"CVM00008594","2021-04","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","","","","","","","16.5","5,S,09,","","","","","","","","","","","","","17.62","5,,,S"
"CVM00008594","2021-05","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","","","","","","","17.7","5,S,05,","","","","","","","","","","","","","18.43","5,,,S"
"CVM00008594","2021-07","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","3,S","0","3,S","","","","","","","18.4","3,S,11,","","","","","","","","","","","","","20.38","3,,,S"
"CVM00008594","2021-08","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","3,S","0","3,S","","","","","","","20.5","3,S,07,+","","","","","","","","","","","","","22.58","3,,,S"
"CVM00008594","2021-09","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","2,S","0","2,S","","","","","","","22.1","2,S,26,","","","","","","","","","","","","","23.13","2,,,S"
"CVM00008594","2021-10","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","2,S","0","2,S","","","","","","","21.0","2,S,12,","","","","","","","","","","","","","21.93","2,,,S"
"CVM00008594","2021-11","16.741","-22.949","53.9","AMILCAR CABRAL INTERNATIONAL, CV","","","","","","","","","0","5,S","0","5,S","","","","","","","18.6","5,S,13,","","","","","","","","","","","","","20.73","5,,,S"
