"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00409219","1901-02","36.3925","-89.0317","106.7","UNION CITY, TN US","0.0","6","0.0","1,6","5",",6","2",",6","1",",6","","","0",",6","0",",6","20",",6","0","1,6","0","1,6","0","1,6","","","","","-10.0",",6,23,","","","0",",T,6,22,+","31.8",",,6,02,","18.3","1,6,17,","1603.8","6","","","436.6","1,6","","","","","","","","","","","47.6",",,,6","0",",T,,6","2.25","1,6","7.03","1,,,6","-2.53",",,,6"
"USC00409219","1901-03","36.3925","-89.0317","106.7","UNION CITY, TN US","0.3","6","0.3","4,6","11",",6","3",",6","2",",6","","","0",",6","0","3,6","3","3,6","0","1,6","2","1,6","0","1,6","","","","","-5.6","3,6,06,","","","0",",T,6,15,+","25.4",",,6,10,+","21.7","1,6,25,+","1853.3","6","","","249.5","1,6","","","","","","","","","","","63.1",",,,6","0",",T,,6","9.10","4,6","13.33","1,,,6","4.86","3,,,6"
"USC00409219","1901-04","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","4",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","33.0",",,6,17,","","","","","","","","","","","","","","","","","","","67.3",",,,6","","","","","","","",""
"USC00409219","1901-05","36.3925","-89.0317","106.7","UNION CITY, TN US","","","49.4",",6","5",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","","","","","4.4",",6,26,","","","","","20.3",",,6,18,","31.7",",6,02,","","","","","43.3",",6","","","","","","","","","","","32.9",",,,6","","","18.53",",6","25.20",",,,6","11.86",",,,6"
"USC00409219","1901-06","36.3925","-89.0317","106.7","UNION CITY, TN US","","","236.6",",6","4",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","17",",6","","","","","10.6",",6,09,+","","","","","3.8",",,6,13,","37.8",",6,29,+","","","","","0.0",",6","","","","","","","","","","","8.1",",,,6","","","26.22",",6","32.82",",,,6","19.62",",,,6"
"USC00409219","1901-07","36.3925","-89.0317","106.7","UNION CITY, TN US","","","322.1",",6","2",",6","2",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","27",",6","","","","","14.4",",6,09,+","","","","","38.1",",,6,30,","41.7",",6,22,","0.0","6","","","0.0",",6","","","","","","","","","","","57.2",",,,6","","","28.72",",6","35.93",",,,6","21.52",",,,6"
"USC00409219","1901-08","36.3925","-89.0317","106.7","UNION CITY, TN US","","","217.2",",6","6",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","10",",6","","","","","15.6",",6,16,","","","","","25.4",",,6,26,+","37.2",",6,08,","0.0","6","","","0.0",",6","","","","","","","","","","","78.8",",,,6","","","25.34",",6","31.22",",,,6","19.46",",,,6"
"USC00409219","1901-09","36.3925","-89.0317","106.7","UNION CITY, TN US","","","114.5",",6","2",",6","2",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","4",",6","","","","","3.3",",6,19,","","","","","25.4",",,6,14,","32.2",",6,12,+","19.7","6","","","19.7",",6","","","","","","","","","","","35.6",",,,6","","","21.49",",6","27.81",",,,6","15.17",",,,6"
"USC00409219","1901-10","36.3925","-89.0317","106.7","UNION CITY, TN US","","","14.0","2,6","4",",6","4",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","24","1,6","0","1,6","","","","","1.7","1,6,05,","","","","","45.7",",,6,12,","30.0","1,6,01,","88.6","6","","","68.9","1,6","","","","","","","","","","","62.5",",,,6","","","16.24","2,6","22.78","1,,,6","9.70","1,,,6"
"USC00409219","1901-11","36.3925","-89.0317","106.7","UNION CITY, TN US","","","0.6","1,6","4",",6","4",",6","0",",6","","","","","0",",6","5",",6","0","1,6","4","1,6","0","1,6","","","","","-1.7",",6,16,","","","","","17.8",",,6,22,","23.9","1,6,01,","353.2","6","","","264.6","1,6","","","","","","","","","","","45.7",",,,6","","","9.14","1,6","14.16","1,,,6","4.12",",,,6"
"USC00409219","1901-12","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","7",",6","7",",6","2",",6","","","4",",6","","","","","4","1,6","0","1,6","0","1,6","","","","","","","","","102",",,6,17,+","33.0",",,6,13,","18.3","1,6,13,","","","","","","","","","","","","","","","","","104.1",",,,6","331",",,,6","","","7.39","1,,,6","",""
"USC00409219","1902-01","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","7",",6","6",",6","2",",6","","","1",",6","","","","","0","2,6","0","2,6","0","2,6","","","","","","","","","51",",,6,27,","50.8",",,6,26,","18.9","2,6,10,+","","","","","","","","","","","","","","","","","101.7",",,,6","51",",,,6","","","10.04","2,,,6","",""
"USC00409219","1902-02","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","6",",6","6",",6","1",",6","","","2",",6","","","","","4","2,6","0","2,6","0","2,6","","","","","","","","","152",",,6,14,","31.8",",,6,20,","17.8","2,6,28,","","","","","","","","","","","","","","","","","80.0",",,,6","254",",,,6","","","3.95","2,,,6","",""
"USC00409219","1902-03","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","12",",6","9",",6","3",",6","","","1",",6","","","","","0","1,6","11","1,6","0","1,6","","","","","","","","","25",",,6,04,","33.0",",,6,26,","25.0","1,6,26,","","","","","","","","","","","","","","","","","151.2",",,,6","25",",,,6","","","17.00","1,,,6","",""
"USC00409219","1902-04","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","7",",6","6",",6","1",",6","","","","","","","","","0",",6","22",",6","3",",6","","","","","","","","","","","26.7",",,6,30,","33.9",",6,25,","","","","","","","","","","","","","","","","","86.3",",,,6","","","","","23.83",",,,6","",""
"USC00409219","1902-09","36.3925","-89.0317","106.7","UNION CITY, TN US","","","85.9",",6","7",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","1",",6","","","","","3.3",",6,14,","","","","","47.0",",,6,18,","32.8",",6,08,","","","","","19.2",",6","","","","","","","","","","","83.4",",,,6","","","20.56",",6","26.51",",,,6","14.60",",,,6"
"USC00409219","1902-10","36.3925","-89.0317","106.7","UNION CITY, TN US","","","23.7",",6","2",",6","2",",6","1",",6","","","","","0",",6","1",",6","0",",6","26",",6","0",",6","","","","","0.0",",6,29,","","","","","79.2",",,6,03,","30.6",",6,26,","","","","","50.9",",6","","","","","","","","","","","90.6",",,,6","","","17.45",",6","23.71",",,,6","11.20",",,,6"
"USC00409219","1902-11","36.3925","-89.0317","106.7","UNION CITY, TN US","","","3.4",",6","8",",6","7",",6","2",",6","","","0",",6","0",",6","3",",6","0",",6","9",",6","0",",6","","","","","-1.1",",6,28,","","","0",",T,6,30,","35.6",",,6,24,","27.8",",6,10,","","","","","166.6",",6","","","","","","","","","","","126.4",",,,6","0",",T,,6","12.89",",6","17.74",",,,6","8.04",",,,6"
"USC00409219","1902-12","36.3925","-89.0317","106.7","UNION CITY, TN US","","","0.0","2,6","7",",6","6",",6","3",",6","","","","","0","2,6","14","2,6","3",",6","0",",6","0",",6","","","","","-11.7","2,6,26,","","","","","74.9",",,6,15,","18.3",",6,11,","","","","","408.8",",6","","","","","","","","","","","215.3",",,,6","","","4.11","2,6","8.49",",,,6","-0.27","2,,,6"
"USC00409219","1903-01","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","7",",6","7",",6","1",",6","","","1",",6","","","","","","","","","","","","","","","","","","","38",",,6,20,","30.0",",,6,02,","","","","","","","","","","","","","","","","","","","88.3",",,,6","38",",,,6","","","","","",""
"USC00409219","1903-02","36.3925","-89.0317","106.7","UNION CITY, TN US","","","0.0","1,6","11",",6","10",",6","2",",6","","","1",",6","1",",6","16",",6","3","1,6","1","1,6","0","1,6","","","","","-20.0",",6,17,","","","127",",,6,16,","78.7",",,6,15,","21.7","1,6,02,","","","","","388.6","1,6","","","","","","","","","","","196.7",",,,6","127",",,,6","3.95","1,6","9.30","1,,,6","-1.40",",,,6"
"USC00409219","1903-03","36.3925","-89.0317","106.7","UNION CITY, TN US","","","7.5",",6","12",",6","9",",6","2",",6","","","0",",6","0",",6","5",",6","0",",6","8",",6","0",",6","","","","","-3.3",",6,01,","","","0",",T,6,01,","38.4",",,6,06,","26.7",",6,17,","","","","","184.4",",6","","","","","","","","","","","135.7",",,,6","0",",T,,6","12.63",",6","17.71",",,,6","7.55",",,,6"
"USC00409219","1903-05","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","10",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","37.6",",,6,29,","","","","","","","","","","","","","","","","","","","124.5",",,,6","","","","","","","",""
"USC00409219","1903-06","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","11.4",",,6,22,","","","","","","","","","","","","","","","","","","","33.5",",,,6","","","","","","","",""
"USC00409219","1903-07","36.3925","-89.0317","106.7","UNION CITY, TN US","","","241.9","1,6","6",",6","5",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","19",",6","","","","","13.3","1,6,14,","","","","","24.1",",,6,18,","35.6",",6,07,","0.0","","","","0.0",",6","","","","","","","","","","","94.9",",,,6","","","26.38","1,6","32.34",",,,6","20.43","1,,,6"
"USC00409219","1903-08","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","40.1",",,6,14,","","","","","","","","","","","","","","","","","","","66.1",",,,6","","","","","","","",""
"USC00409219","1905-03","36.3925","-89.0317","106.7","UNION CITY, TN US","","","2.2",",6","7",",6","7",",6","1",",6","","","","","0",",6","6",",6","0",",6","14",",6","0",",6","","","","","-1.1",",6,04,+","","","","","30.5",",,6,06,","27.2",",6,29,","","","","","207.9",",6","","","","","","","","","","","105.5",",,,6","","","11.70",",6","18.40",",,,6","5.00",",,,6"
"USC00409219","1905-04","36.3925","-89.0317","106.7","UNION CITY, TN US","","","17.1","4,6","11",",6","7",",6","0",",6","","","0",",6","0",",6","1",",6","0","4,6","15","4,6","0","4,6","","","","","-3.3",",6,18,","","","0",",,6,30,+","21.3",",,6,12,","30.6","4,6,28,","","","","","102.8","4,6","","","","","","","","","","","83.5",",,,6","0",",,,6","15.08","4,6","22.35","4,,,6","7.81",",,,6"
"USC00409219","1905-05","36.3925","-89.0317","106.7","UNION CITY, TN US","","","97.2","1,6","10",",6","7",",6","4",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","0","1,6","1","","","","7.2",",6,01,","","","","","69.9",",,6,07,","31.1","1,6,28,+","","","","","2.2","1,6","","","","","","","","","","","197.2",",,,6","","","21.51","1,6","27.52","1,,,6","15.50",",,,6"
"USC00409219","1905-06","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","9",",6","5",",6","2",",6","","","","","0","1,6","0","1,6","0","5,6","25","5,6","14","5,6","","","","","10.6","1,6,01,","","","","","42.2",",,6,22,","37.2","5,6,09,","","","","","","","","","","","","","","","","","117.6",",,,6","","","25.15","6,6","31.98","5,,,6","18.32","1,,,6"
"USC00409219","1905-07","36.3925","-89.0317","106.7","UNION CITY, TN US","","","201.1",",6","10",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","13",",6","","","","","13.3",",6,26,","","","","","58.4",",,6,01,","37.2",",6,01,","0.0","6","","","0.0",",6","","","","","","","","","","","158.3",",,,6","","","24.82",",6","30.29",",,,6","19.35",",,,6"
"USC00409219","1905-08","36.3925","-89.0317","106.7","UNION CITY, TN US","","","221.3",",6","5",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","13.3",",6,27,","","","","","40.9",",,6,10,","34.4",",6,21,+","0.0","6","","","0.0",",6","","","","","","","","","","","76.1",",,,6","","","25.47",",6","31.93",",,,6","19.01",",,,6"
"USC00409219","1905-09","36.3925","-89.0317","106.7","UNION CITY, TN US","","","140.3","1,6","4",",6","3",",6","1",",6","","","","","0",",6","0",",6","0","1,6","29","1,6","10","1,6","","","","","8.9",",6,27,+","","","","","26.9",",,6,01,","33.3","1,6,26,","0.0","6","","","0.0","1,6","","","","","","","","","","","58.4",",,,6","","","23.15","1,6","30.65","1,,,6","15.65",",,,6"
"USC00409219","1905-10","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","4",",6","4",",6","1",",6","","","","","0","5,6","4","5,6","","","","","","","","","","","-0.6","5,6,22,+","","","","","29.2",",,6,18,","","","","","","","","","","","","","","","","","","","77.5",",,,6","","","","","","","8.40","5,,,6"
"USC00409219","1905-11","36.3925","-89.0317","106.7","UNION CITY, TN US","","","1.9","5,6","3",",6","2",",6","0",",6","","","","","0","4,6","5","4,6","0","2,6","6","2,6","0","2,6","","","","","-6.7","4,6,30,","","","","","17.3",",,6,05,","25.6","2,6,18,","","","","","174.1","2,6","","","","","","","","","","","32.1",",,,6","","","11.16","5,6","18.35","2,,,6","3.98","4,,,6"
"USC00409219","1905-12","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","5",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",T,6,31,","54.6",",,6,02,","","","","","","","","","","","","","","","","","","","105.9",",,,6","0",",T,,6","","","","","",""
"USC00409219","1906-01","36.3925","-89.0317","106.7","UNION CITY, TN US","1.7","6","1.7",",6","5",",6","5",",6","2",",6","","","","","0",",6","18",",6","1",",6","2",",6","0",",6","","","","","-12.2",",6,09,","","","","","77.5",",,6,21,","23.9",",6,20,","","","","","399.4",",6","","","","","","","","","","","160.0",",,,6","","","5.50",",6","11.07",",,,6","-0.07",",,,6"
"USC00409219","1906-02","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","6",",6","4",",6","0",",6","","","1",",6","1","1,6","19","1,6","","","","","","","","","","","-17.8","1,6,07,","","","89",",,6,05,","11.9",",,6,26,","","","","","","","","","","","","","","","","","","","37.7",",,,6","89",",,,6","","","","","-3.39","1,,,6"
"USC00409219","1906-03","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","11",",6","10",",6","3",",6","","","","","0","2,6","14","2,6","","","","","","","","","","","-5.6","2,6,17,","","","","","39.4",",,6,26,","","","","","","","","","","","","","","","","","","","172.0",",,,6","","","","","","","0.65","2,,,6"
"USC00409219","1906-04","36.3925","-89.0317","106.7","UNION CITY, TN US","","","27.8","1,6","4",",6","4",",6","1",",6","","","","","0","1,6","1","1,6","0",",6","21",",6","0",",6","","","","","-1.7","1,6,01,","","","","","27.2",",,6,27,","31.1",",6,29,+","","","","","80.6",",6","","","","","","","","","","","48.1",",,,6","","","16.53","1,6","23.37",",,,6","9.69","1,,,6"
"USC00409219","1906-05","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","52.1",",,6,02,","","","","","","","","","","","","","","","","","","","123.5",",,,6","","","","","","","",""
"USC00409219","1906-06","36.3925","-89.0317","106.7","UNION CITY, TN US","","","164.5","2,6","9",",6","8",",6","0",",6","","","","","0","1,6","0","1,6","0","2,6","28","2,6","9","2,6","","","","","12.8","1,6,22,","","","","","17.0",",,6,01,","34.4","2,6,30,","","","","","0.0","2,6","","","","","","","","","","","67.3",",,,6","","","24.17","2,6","30.65","2,,,6","17.69","1,,,6"
"USC00409219","1906-07","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","6",",6","6",",6","0",",6","","","","","0","5,6","0","5,6","","","","","","","","","","","12.8","5,6,26,+","","","","","21.6",",,6,16,","","","","","","","","","","","","","","","","","","","75.6",",,,6","","","","","","","18.15","5,,,6"
"USC00409219","1906-08","36.3925","-89.0317","106.7","UNION CITY, TN US","","","213.8",",6","10",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","13",",6","","","","","12.2",",6,28,","","","","","33.0",",,6,26,","33.9",",6,21,+","","","","","0.0",",6","","","","","","","","","","","138.4",",,,6","","","25.23",",6","31.01",",,,6","19.45",",,,6"
"USC00409219","1906-09","36.3925","-89.0317","106.7","UNION CITY, TN US","","","162.2","2,6","11",",6","11",",6","2",",6","","","","","0","2,6","0","2,6","0","2,6","27","2,6","12","2,6","","","","","13.9","2,6,30,","","","","","57.2",",,6,25,","36.1","2,6,10,","","","","","1.4","2,6","","","","","","","","","","","201.3",",,,6","","","24.08","2,6","29.80","2,,,6","18.35","2,,,6"
"USC00409219","1906-10","36.3925","-89.0317","106.7","UNION CITY, TN US","","","9.7",",6","4",",6","4",",6","0",",6","","","","","0",",6","4",",6","0",",6","20",",6","0",",6","","","","","-1.7",",6,31,+","","","","","13.0",",,6,02,","29.4",",6,23,","","","","","122.5",",6","","","","","","","","","","","28.4",",,,6","","","14.69",",6","21.13",",,,6","8.26",",,,6"
"USC00409219","1906-11","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","8",",6","8",",6","4",",6","","","1",",6","","","","","","","","","","","","","","","","","","","76",",,6,14,","108.0",",,6,17,","","","","","","","","","","","","","","","","","","","292.4",",,,6","76",",,,6","","","","","",""
"USC00409219","1906-12","36.3925","-89.0317","106.7","UNION CITY, TN US","","","0.0","1,6","9",",6","9",",6","2",",6","","","0",",6","0","1,6","12","1,6","3","1,6","1","1,6","0","1,6","1","","","","-7.2","1,6,24,+","","","0",",T,6,19,","47.0",",,6,30,","21.7","1,6,05,","","","","","357.7","1,6","","","","","","","","","","","142.1",",,,6","0",",T,,6","6.41","1,6","10.66","1,,,6","2.15","1,,,6"
"USC00409219","1907-01","36.3925","-89.0317","106.7","UNION CITY, TN US","3.0","6","3.0","1,6","12",",6","7",",6","2",",6","","","1",",6","0","1,6","13","1,6","2","1,6","3","1,6","0","1,6","","","","","-13.9","1,6,26,","","","64",",,6,25,","89.7",",,6,03,","24.4","1,6,18,","","","","","314.5","1,6","","","","","","","","","","","208.4",",,,6","64",",,,6","7.95","1,6","13.39","1,,,6","2.51","1,,,6"
"USC00409219","1907-02","36.3925","-89.0317","106.7","UNION CITY, TN US","3.0","6","0.0","2,6","5",",6","5",",6","2",",6","","","2",",6","0","2,6","16","2,6","1",",6","2",",6","0",",6","","","","","-16.1","2,6,06,","","","102",",,6,04,","66.5",",,6,24,","21.1",",6,18,+","","","","","336.7",",6","","","","","","","","","","","141.7",",,,6","173",",,,6","5.21","2,6","11.28",",,,6","-0.86","2,,,6"
"USC00409219","1907-03","36.3925","-89.0317","106.7","UNION CITY, TN US","57.6","6","54.6",",6","5",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","17",",6","0",",6","","","","","0.6",",6,11,+","","","","","27.9",",,6,01,","30.6",",6,21,","","","","","140.2",",6","","","","","","","","","","","78.7",",,,6","","","15.57",",6","21.43",",,,6","9.71",",,,6"
"USC00409219","1907-04","36.3925","-89.0317","106.7","UNION CITY, TN US","63.4","6","5.8","3,6","7",",6","7",",6","2",",6","","","","","0","3,6","3","3,6","0","3,6","7","3,6","0","3,6","","","","","-2.8","3,6,14,","","","","","35.6",",,6,05,","28.3","3,6,29,","","","","","187.1","3,6","","","","","","","","","","","101.9",",,,6","","","11.62","3,6","17.17","3,,,6","6.07","3,,,6"
"USC00409219","1907-05","36.3925","-89.0317","106.7","UNION CITY, TN US","106.5","6","43.1","2,6","","","","","","","","","","","0","1,6","0","1,6","0","2,6","21","2,6","0","2,6","","","","","2.8","1,6,05,","","","","","","","31.1","2,6,23,","","","","","63.9","2,6","","","","","","","","","","","","","","","17.60","2,6","23.12","2,,,6","12.08","1,,,6"
"USC00409219","1907-06","36.3925","-89.0317","106.7","UNION CITY, TN US","261.0","6","154.5","1,6","8",",6","6",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","28","1,6","2","1,6","","","","","9.4","1,6,16,","","","","","48.3",",,6,24,","32.2","1,6,19,+","","","","","5.5","1,6","","","","","","","","","","","83.3",",,,6","","","23.47","1,6","28.74","1,,,6","18.20","1,,,6"
"USC00409219","1907-07","36.3925","-89.0317","106.7","UNION CITY, TN US","534.4","6","273.4","4,6","4",",6","4",",6","2",",6","","","","","0","4,6","0","4,6","0","3,6","28","3,6","22","3,6","","","","","16.7","4,6,05,","","","","","35.1",",,6,11,","38.9","3,6,25,","0.0","6","","","0.0","3,6","","","","","","","","","","","79.5",",,,6","","","28.41","4,6","34.11","3,,,6","22.71","4,,,6"
"USC00409219","1907-08","36.3925","-89.0317","106.7","UNION CITY, TN US","","","","","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","20.3",",,6,17,","","","","","","","","","","","","","","","","","","","63.7",",,,6","","","","","","","",""
