"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00014798","1897-03","32.5811","-88.1897","39.0","LIVINGSTON, AL US","42.8","6","32.5",",6","10",",6","6",",6","2",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","","","2.2",",6,26,+","","","","","38.9",",,6,06,","28.9",",6,21,","","","69.2",",6","109.1",",,,6","","","17.15",",6","22.29",",,,6","12.00",",,,6"
"USC00014798","1897-04","32.5811","-88.1897","39.0","LIVINGSTON, AL US","77.0","6","34.2",",6","9",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","","","3.9",",6,18,+","","","","","27.4",",,6,15,","29.4",",6,28,","","","52.0",",6","64.0",",,,6","","","17.74",",6","23.67",",,,6","11.81",",,,6"
"USC00014798","1897-05","32.5811","-88.1897","39.0","LIVINGSTON, AL US","193.0","6","116.0",",6","3",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","","","5.6",",6,02,","","","","","7.1",",,6,12,","33.9",",6,29,","","","14.7",",6","11.9",",,,6","","","21.60",",6","28.25",",,,6","14.95",",,,6"
"USC00014798","1897-06","32.5811","-88.1897","39.0","LIVINGSTON, AL US","485.7","6","292.7",",6","4",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","22",",6","","","","","13.3",",6,01,","","","","","16.5",",,6,04,","39.4",",6,24,","","","0.0",",6","23.8",",,,6","","","28.09",",6","34.61",",,,6","21.56",",,,6"
"USC00014798","1897-07","32.5811","-88.1897","39.0","LIVINGSTON, AL US","805.1","6","319.4",",6","13",",6","8",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","26",",6","","","","","17.8",",6,30,","","","","","25.1",",,6,19,","38.3",",6,02,+","0.0","6","0.0",",6","85.7",",,,6","","","28.64",",6","34.40",",,,6","22.88",",,,6"
"USC00014798","1897-08","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1050.1","6","245.0",",6","12",",6","9",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","10",",6","","","","","17.8",",6,25,+","","","","","65.5",",,6,09,","38.9",",6,04,","0.0","6","0.0",",6","141.5",",,,6","","","26.24",",6","30.72",",,,6","21.75",",,,6"
"USC00014798","1897-09","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1217.3","6","167.2",",6","2",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","8",",6","","","","","6.7",",6,22,","","","","","1.8",",,6,18,","36.1",",6,17,","2.5","6","2.5",",6","2.6",",,,6","","","23.83",",6","29.22",",,,6","18.43",",,,6"
"USC00014798","1897-10","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1290.8","6","73.5",",6","","","","","","","","","","","0",",6","0",",6","0",",6","29",",6","4",",6","","","","","2.2",",6,30,","","","","","","","33.9",",6,07,","32.9","6","30.4",",6","","","","","19.72",",6","27.45",",,,6","11.99",",,,6"
"USC00014798","1897-11","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1290.8","6","0.0","3,6","6",",6","4",",6","1",",6","","","","","0","1,6","3","1,6","0","2,6","8","2,6","0","2,6","","","","","-1.1","1,6,30,","","","","","40.6",",,6,01,","24.4","2,6,23,","223.7","6","190.8","2,6","65.5",",,,6","","","11.35","3,6","17.24","2,,,6","5.46","1,,,6"
"USC00014798","1897-12","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1290.8","6","0.0",",6","13",",6","10",",6","2",",6","","","","","0",",6","6",",6","0",",6","7",",6","0",",6","","","","","-3.3",",6,06,","","","","","27.4",",,6,04,","23.3",",6,04,","516.8","6","293.1",",6","112.6",",,,6","","","8.88",",6","14.05",",,,6","3.71",",,,6"
"USC00014798","1898-01","32.5811","-88.1897","39.0","LIVINGSTON, AL US","6.7","6","6.7",",6","11",",6","8",",6","0",",6","","","","","0",",6","5",",6","0",",6","10",",6","0",",6","","","","","-8.9",",6,02,","","","","","13.2",",,6,23,","25.0",",6,12,","739.5","6","222.7",",6","63.7",",,,6","","","11.36",",6","16.36",",,,6","6.37",",,,6"
"USC00014798","1898-02","32.5811","-88.1897","39.0","LIVINGSTON, AL US","6.7","6","0.0",",6","4",",6","4",",6","0",",6","","","0",",6","0",",6","9",",6","0",",6","5",",6","0",",6","","","","","-6.1",",6,04,","","","0",",T,6,21,","20.3",",,6,11,","23.3",",6,27,+","1000.3","6","260.8",",6","55.3",",,,6","0",",T,,6","9.02",",6","15.69",",,,6","2.34",",,,6"
"USC00014798","1898-03","32.5811","-88.1897","39.0","LIVINGSTON, AL US","65.0","6","58.3",",6","5",",6","4",",6","1",",6","","","","","0",",6","3",",6","0",",6","19",",6","0",",6","","","","","-0.6",",6,07,+","","","","","25.9",",,6,30,","29.4",",6,22,","1131.7","6","131.4",",6","65.1",",,,6","","","15.98",",6","21.38",",,,6","10.57",",,,6"
"USC00014798","1898-04","32.5811","-88.1897","39.0","LIVINGSTON, AL US","85.4","6","20.4",",6","2",",6","2",",6","2",",6","","","","","0",",6","0",",6","0",",6","17",",6","0",",6","","","","","0.6",",6,07,","","","","","48.3",",,6,23,","27.8",",6,19,","1223.6","6","91.9",",6","91.5",",,,6","","","15.95",",6","21.49",",,,6","10.41",",,,6"
"USC00014798","1898-05","32.5811","-88.1897","39.0","LIVINGSTON, AL US","299.9","6","214.5",",6","1",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","16",",6","","","","","8.3",",6,08,","","","","","0.8",",,6,06,","37.2",",6,29,","1229.7","6","6.1",",6","0.8",",,,6","","","25.06",",6","31.11",",,,6","19.00",",,,6"
"USC00014798","1898-06","32.5811","-88.1897","39.0","LIVINGSTON, AL US","603.4","6","303.5",",6","10",",6","10",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","22",",6","","","","","20.0",",6,22,+","","","","","26.7",",,6,28,","37.2",",6,11,","1229.7","6","0.0",",6","145.8",",,,6","","","28.45",",6","33.88",",,,6","23.02",",,,6"
"USC00014798","1898-07","32.5811","-88.1897","39.0","LIVINGSTON, AL US","887.6","6","284.2",",6","13",",6","8",",6","4",",6","","","","","0",",6","0",",6","0",",6","31",",6","18",",6","","","","","17.2",",6,13,","","","","","44.2",",,6,04,","35.6",",6,03,","0.0","6","0.0",",6","183.6",",,,6","","","27.50",",6","32.00",",,,6","23.00",",,,6"
"USC00014798","1898-09","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","199.2",",6","7",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","7",",6","","","","","13.3",",6,08,","","","","","31.5",",,6,21,","33.9",",6,20,","","","0.0",",6","75.9",",,,6","","","24.97",",6","29.97",",,,6","19.97",",,,6"
"USC00014798","1898-10","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","82.5",",6","9",",6","6",",6","0",",6","","","","","0",",6","2",",6","0",",6","18",",6","0",",6","","","","","-1.1",",6,29,+","","","","","15.7",",,6,06,","31.7",",6,07,+","","","130.5",",6","66.2",",,,6","","","16.78",",6","22.85",",,,6","10.72",",,,6"
"USC00014798","1898-11","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","1.1",",6","12",",6","10",",6","2",",6","","","","","0",",6","6",",6","0",",6","8",",6","0",",6","","","","","-2.8",",6,24,","","","","","37.8",",,6,10,","26.7",",6,06,","","","244.8",",6","152.1",",,,6","","","10.21",",6","16.07",",,,6","4.34",",,,6"
"USC00014798","1899-01","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","","","","","","","","","","","0",",6","","","","","","","","","","","3","","","","","","","","23",",,6,28,","","","","","","","","","","","23",",,,6","","","","","",""
"USC00014798","1899-02","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","","","11",",6","9",",6","1",",6","","","2",",6","","","","","","","","","","","","","","","","","","","152",",,6,12,","35.6",",,6,02,","","","","","","","120.1",",,,6","216",",,,6","","","","","",""
"USC00014798","1899-03","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","17.0",",6","","","","","","","","","","","0",",6","5",",6","0",",6","16",",6","0",",6","","","","","-5.6",",6,07,","","","","","","","28.9",",6,28,","","","166.1",",6","","","","","13.52",",6","19.89",",,,6","7.15",",,,6"
"USC00014798","1899-04","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","60.3",",6","5",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","19",",6","1",",6","","","","","1.7",",6,02,","","","","","33.0",",,6,06,","32.2",",6,27,","","","80.4",",6","63.0",",,,6","","","17.67",",6","23.16",",,,6","12.17",",,,6"
"USC00014798","1899-05","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","219.3",",6","3",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","13",",6","","","","","12.8",",6,26,","","","","","35.6",",,6,13,","34.4",",6,18,","","","0.6",",6","43.5",",,,6","","","25.39",",6","31.28",",,,6","19.49",",,,6"
"USC00014798","1899-06","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","256.2","2,6","8",",6","6",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","22","1,6","","","","","17.8","1,6,18,","","","","","21.8",",,6,14,","36.7","1,6,24,+","","","0.0","1,6","77.7",",,,6","","","27.38","2,6","33.47","1,,,6","21.28","1,,,6"
"USC00014798","1899-07","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","287.8",",6","12",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","","","17.2",",6,12,+","","","","","56.1",",,6,27,","37.8",",6,17,+","0.0","6","0.0",",6","152.9",",,,6","","","27.62",",6","33.73",",,,6","21.51",",,,6"
"USC00014798","1899-08","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","288.8",",6","7",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","19.4",",6,31,","","","","","26.4",",,6,17,","35.6",",6,12,+","0.0","6","0.0",",6","100.4",",,,6","","","27.65",",6","32.79",",,,6","22.50",",,,6"
"USC00014798","1899-09","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","154.7",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","9",",6","","","","","4.4",",6,27,","","","","","","","35.0",",6,06,","23.9","6","23.9",",6","","","","","22.69",",6","29.63",",,,6","15.76",",,,6"
"USC00014798","1899-10","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","66.6",",6","6",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","","","","","4.4",",6,01,","","","","","13.5",",,6,29,","30.6",",6,14,+","58.4","6","34.5",",6","30.7",",,,6","","","19.37",",6","26.21",",,,6","12.53",",,,6"
"USC00014798","1899-12","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","","","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","28.4",",,6,23,","","","","","","","34.8",",,,6","","","","","","","",""
"USC00014798","1900-01","32.5811","-88.1897","39.0","LIVINGSTON, AL US","0.0","6","0.0","3,6","","","","","","","","","","","0","3,6","8","3,6","0","3,6","0","3,6","0","3,6","","","","","-6.7","3,6,04,","","","","","","","20.0","3,6,17,+","","","272.8","3,6","","","","","8.59","3,6","13.59","3,,,6","3.59","3,,,6"
"USC00014798","1900-02","32.5811","-88.1897","39.0","LIVINGSTON, AL US","0.0","6","0.0","2,6","9",",6","8",",6","2",",6","","","0",",6","0","1,6","12","1,6","1","1,6","2","1,6","0","1,6","","","","","-9.4","1,6,18,","","","0",",T,6,17,","88.9",",,6,12,","22.8","1,6,09,","","","294.3","1,6","204.5",",,,6","0",",T,,6","6.98","2,6","12.61","1,,,6","1.34","1,,,6"
"USC00014798","1900-03","32.5811","-88.1897","39.0","LIVINGSTON, AL US","3.6","6","3.6",",6","8",",6","8",",6","2",",6","","","0",",6","0",",6","3",",6","0",",6","11",",6","0",",6","","","","","-1.1",",6,17,","","","0",",T,6,16,","73.7",",,6,08,","27.8",",6,14,","","","184.1",",6","168.0",",,,6","0",",T,,6","12.51",",6","17.85",",,,6","7.17",",,,6"
"USC00014798","1900-04","32.5811","-88.1897","39.0","LIVINGSTON, AL US","47.2","6","43.6",",6","8",",6","7",",6","3",",6","","","","","0",",6","0",",6","0",",6","21",",6","0",",6","","","","","1.1",",6,02,","","","","","299.7",",,6,17,","29.4",",6,26,+","","","54.6",",6","436.1",",,,6","","","17.97",",6","23.45",",,,6","12.48",",,,6"
"USC00014798","1900-05","32.5811","-88.1897","39.0","LIVINGSTON, AL US","159.8","6","112.6","5,6","3",",6","3",",6","1",",6","","","","","0","5,6","0","5,6","0","5,6","26","5,6","1","5,6","","","","","11.1","5,6,10,","","","","","25.4",",,6,31,","33.9","5,6,30,","","","1.1","5,6","52.1",",,,6","","","22.62","5,6","28.81","5,,,6","16.44","5,,,6"
"USC00014798","1900-06","32.5811","-88.1897","39.0","LIVINGSTON, AL US","358.8","6","199.0","2,6","","","","","","","","","","","0","1,6","0","1,6","0","1,6","29","1,6","2","1,6","","","","","19.4","1,6,21,","","","","","","","33.3","1,6,11,","","","0.0","1,6","","","","","25.42","2,6","29.29","1,,,6","21.54","1,,,6"
"USC00014798","1900-07","32.5811","-88.1897","39.0","LIVINGSTON, AL US","637.3","6","278.5",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","17.8",",6,10,","","","","","","","35.0",",6,25,+","0.0","6","0.0",",6","","","","","27.32",",6","32.20",",,,6","22.44",",,,6"
"USC00014798","1900-08","32.5811","-88.1897","39.0","LIVINGSTON, AL US","930.7","6","293.4",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","26",",6","","","","","19.4",",6,09,","","","","","22.9",",,6,24,","36.1",",6,11,","0.0","6","0.0",",6","35.9",",,,6","","","27.80",",6","33.53",",,,6","22.06",",,,6"
"USC00014798","1900-09","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1155.5","6","224.8",",6","3",",6","2",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","15",",6","","","","","14.4",",6,19,+","","","","","50.8",",,6,14,","33.9",",6,13,+","0.0","6","0.0",",6","62.5",",,,6","","","25.83",",6","31.17",",,,6","20.48",",,,6"
"USC00014798","1900-10","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1236.0","6","80.5",",6","7",",6","6",",6","2",",6","","","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","","","9.4",",6,10,+","","","","","35.3",",,6,08,","31.1",",6,03,+","20.9","6","20.9",",6","115.1",",,,6","","","20.25",",6","25.55",",,,6","14.96",",,,6"
"USC00014798","1900-11","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1257.2","6","21.2",",6","6",",6","5",",6","1",",6","","","","","0",",6","6",",6","0",",6","18",",6","0",",6","","","","","-2.2",",6,13,","","","","","40.6",",,6,01,","27.8",",6,01,","189.2","6","168.3",",6","89.4",",,,6","","","13.43",",6","19.93",",,,6","6.93",",,,6"
"USC00014798","1900-12","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1257.2","6","0.0",",6","7",",6","7",",6","0",",6","","","","","0",",6","17",",6","0",",6","0",",6","0",",6","","","","","-3.9",",6,09,","","","","","21.3",",,6,23,","18.9",",6,28,+","517.9","6","328.7",",6","93.7",",,,6","","","7.73",",6","14.29",",,,6","1.17",",,,6"
"USC00014798","1901-01","32.5811","-88.1897","39.0","LIVINGSTON, AL US","0.0","6","0.0",",6","7",",6","6",",6","0",",6","","","","","0",",6","14",",6","0",",6","2",",6","0",",6","","","","","-6.1",",6,20,","","","","","23.4",",,6,11,","21.1",",6,17,+","830.6","6","312.7",",6","57.4",",,,6","","","8.25",",6","14.95",",,,6","1.55",",,,6"
"USC00014798","1901-02","32.5811","-88.1897","39.0","LIVINGSTON, AL US","0.0","6","0.0",",6","6",",6","6",",6","1",",6","","","","","0",",6","16",",6","0",",6","1",",6","0",",6","","","","","-6.7",",6,24,","","","","","29.0",",,6,03,","21.1",",6,18,","1172.7","6","342.1",",6","83.0",",,,6","","","6.12",",6","11.71",",,,6","0.53",",,,6"
"USC00014798","1901-03","32.5811","-88.1897","39.0","LIVINGSTON, AL US","4.7","6","4.7","4,6","6",",6","4",",6","0",",6","","","","","0","2,6","8","2,6","0","2,6","14","2,6","0","2,6","","","","","-6.1","2,6,07,","","","","","10.2",",,6,23,","27.8","2,6,27,","1361.8","6","189.1","2,6","35.3",",,,6","","","11.59","4,6","19.66","2,,,6","3.53","2,,,6"
"USC00014798","1901-04","32.5811","-88.1897","39.0","LIVINGSTON, AL US","10.1","6","5.4","2,6","7",",6","5",",6","2",",6","","","","","0","2,6","0","2,6","0",",6","12",",6","0",",6","","","","","2.8","2,6,22,","","","","","47.5",",,6,18,","27.8",",6,30,+","1478.7","6","116.9",",6","115.5",",,,6","","","14.41","2,6","20.75",",,,6","8.08","2,,,6"
"USC00014798","1901-05","32.5811","-88.1897","39.0","LIVINGSTON, AL US","96.8","6","86.7","3,6","6",",6","4",",6","1",",6","","","","","0","2,6","0","2,6","0","1,6","29","1,6","2","1,6","","","","","2.8","2,6,30,","","","","","46.7",",,6,31,","32.8","1,6,17,","1491.2","6","12.5","1,6","82.9",",,,6","","","21.10","3,6","28.14","1,,,6","14.06","2,,,6"
"USC00014798","1901-06","32.5811","-88.1897","39.0","LIVINGSTON, AL US","357.4","6","260.6",",6","5",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","20",",6","","","","","15.0",",6,02,","","","","","21.6",",,6,06,","39.4",",6,27,","1491.2","6","0.0",",6","51.9",",,,6","","","27.02",",6","33.37",",,,6","20.67",",,,6"
"USC00014798","1901-07","32.5811","-88.1897","39.0","LIVINGSTON, AL US","658.1","6","300.7","2,6","4",",6","3",",6","1",",6","","","","","0","2,6","0","2,6","0",",6","31",",6","29",",6","","","","","16.1","2,6,09,","","","","","50.5",",,6,18,","40.6",",6,13,","0.0","6","0.0",",6","83.1",",,,6","","","28.60","2,6","35.28",",,,6","21.91","2,,,6"
"USC00014798","1901-08","32.5811","-88.1897","39.0","LIVINGSTON, AL US","919.0","6","260.9","1,6","7",",6","6",",6","1",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","18",",6","","","","","16.1","1,6,29,","","","","","118.1",",,6,16,","37.2",",6,01,","0.0","6","0.0",",6","166.1",",,,6","","","26.92","1,6","32.37",",,,6","21.48","1,,,6"
"USC00014798","1901-09","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1059.3","6","140.3","1,6","3",",6","3",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","28",",6","6",",6","","","","","6.7","1,6,20,+","","","","","18.3",",,6,17,","35.0",",6,16,","11.7","6","11.7",",6","28.0",",,,6","","","22.77","1,6","28.63",",,,6","16.92","1,,,6"
"USC00014798","1901-10","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1073.2","6","13.9","4,6","1",",6","1",",6","0",",6","","","","","0","4,6","0","4,6","0",",6","26",",6","0",",6","","","","","2.2","4,6,15,","","","","","10.7",",,6,13,","31.7",",6,10,","92.8","6","81.1",",6","10.7",",,,6","","","16.11","4,6","24.63",",,,6","7.59","4,,,6"
"USC00014798","1901-11","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1075.4","6","2.2",",6","3",",6","3",",6","0",",6","","","","","0",",6","13",",6","0",",6","10",",6","0",",6","","","","","-5.6",",6,17,","","","","","15.2",",,6,19,","27.2",",6,03,","362.9","6","270.1",",6","37.3",",,,6","","","9.40",",6","17.58",",,,6","1.23",",,,6"
"USC00014798","1901-12","32.5811","-88.1897","39.0","LIVINGSTON, AL US","1075.4","6","0.0","5,6","8",",6","8",",6","2",",6","","","","","0","4,6","13","4,6","3","1,6","4","1,6","0","1,6","","","","","-12.8","4,6,21,","","","","","30.5",",,6,14,","22.8","1,6,14,","723.2","6","360.3","1,6","146.8",",,,6","","","4.84","5,6","11.12","1,,,6","-1.44","4,,,6"
"USC00014798","1902-01","32.5811","-88.1897","39.0","LIVINGSTON, AL US","0.0","6","0.0","3,6","","","","","","","","","","","0","2,6","25","2,6","0","1,6","0","1,6","0","1,6","","","","","-7.2","2,6,15,+","","","","","","","20.0","1,6,30,+","1102.2","6","379.0","1,6","","","","","4.90","3,6","12.01","1,,,6","-2.21","2,,,6"
"USC00014798","1902-03","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","3.9","1,6","13",",6","10",",6","3",",6","","","","","0","1,6","4","1,6","0","1,6","9","1,6","0","1,6","","","","","-2.8","1,6,06,","","","","","130.8",",,6,28,","23.9","1,6,26,+","","","159.5","1,6","359.2",",,,6","","","13.15","1,6","18.70","1,,,6","7.59","1,,,6"
"USC00014798","1902-04","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","33.9",",6","7",",6","4",",6","2",",6","","","","","0",",6","0",",6","0",",6","18",",6","0",",6","","","","","3.3",",6,09,","","","","","28.4",",,6,07,","28.3",",6,30,","","","84.6",",6","73.2",",,,6","","","16.64",",6","22.02",",,,6","11.27",",,,6"
"USC00014798","1902-05","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","193.3",",6","6",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","4",",6","","","","","11.1",",6,29,","","","","","25.4",",,6,30,","34.4",",6,26,","","","0.3",",6","72.4",",,,6","","","24.56",",6","29.91",",,,6","19.21",",,,6"
"USC00014798","1902-06","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","250.8","3,6","3",",6","2",",6","1",",6","","","","","0","3,6","0","3,6","0",",6","30",",6","23",",6","","","","","12.8","3,6,23,","","","","","25.4",",,6,19,","36.7",",6,30,+","","","0.0",",6","49.6",",,,6","","","27.69","3,6","33.83",",,,6","21.55","3,,,6"
"USC00014798","1902-07","32.5811","-88.1897","39.0","LIVINGSTON, AL US","","","312.4",",6","3",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","","","18.9",",6,23,+","","","","","24.1",",,6,15,","38.9",",6,04,","0.0","6","0.0",",6","31.0",",,,6","","","28.41",",6","34.76",",,,6","22.06",",,,6"
